epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,9,,0.0,,5.075290679931641,,
0,19,,0.0,,5.07805061340332,,
0,29,,0.0,,5.640706539154053,,
0,39,,0.0,,4.94588565826416,,
0,49,,0.125,,4.747372627258301,,
0,59,,0.0,,4.663733959197998,,
0,69,,0.0,,5.516676902770996,,
0,79,,0.0,,4.890559196472168,,
0,89,,0.125,,4.679121971130371,,
0,99,,0.0,,4.634582996368408,,
0,109,,0.0,,4.448606014251709,,
0,119,,0.0,,5.004843235015869,,
0,129,,0.0,,4.441626071929932,,
0,139,,0.25,,4.476874351501465,,
0,149,,0.0,,4.473603248596191,,
0,159,,0.125,,4.550070762634277,,
0,169,,0.375,,4.260336875915527,,
0,179,,0.0,,4.5546722412109375,,
0,189,,0.5,,4.017676830291748,,
0,199,,0.25,,4.35852575302124,,
0,209,,0.25,,4.038097381591797,,
0,219,,0.25,,4.172503471374512,,
0,229,,0.0,,4.226982116699219,,
0,239,,0.125,,4.074926376342773,,
0,249,,0.25,,4.156713485717773,,
0,259,,0.375,,3.3785247802734375,,
0,269,,0.125,,4.316305160522461,,
0,279,,0.125,,4.455516815185547,,
0,289,,0.0,,4.26848030090332,,
0,299,,0.25,,3.8776307106018066,,
0,309,,0.25,,4.109567642211914,,
0,319,,0.375,,3.7486507892608643,,
0,320,,,,,0.47284767031669617,3.633478879928589
0,320,0.14686404168605804,,4.503307819366455,,,
1,329,,0.5,,3.4274632930755615,,
1,339,,0.5,,3.2990922927856445,,
1,349,,0.75,,3.3250300884246826,,
1,359,,0.625,,3.103358268737793,,
1,369,,0.125,,3.9886093139648438,,
1,379,,0.75,,2.783447742462158,,
1,389,,0.5,,3.4710259437561035,,
1,399,,0.5,,3.764143705368042,,
1,409,,0.625,,2.907992124557495,,
1,419,,0.75,,3.1799936294555664,,
1,429,,0.625,,2.52362322807312,,
1,439,,0.75,,3.335388422012329,,
1,449,,0.625,,3.428739547729492,,
1,459,,0.625,,3.2412967681884766,,
1,469,,0.5,,3.453510284423828,,
1,479,,0.875,,2.8010482788085938,,
1,489,,0.5,,3.1961169242858887,,
1,499,,0.75,,3.0892276763916016,,
1,509,,0.5,,3.1000173091888428,,
1,519,,0.5,,2.8930602073669434,,
1,529,,0.625,,3.0775980949401855,,
1,539,,0.375,,3.1889901161193848,,
1,549,,0.625,,2.769954204559326,,
1,559,,0.5,,2.954249858856201,,
1,569,,0.875,,2.6117711067199707,,
1,579,,0.75,,2.875460147857666,,
1,589,,0.625,,2.714900016784668,,
1,599,,0.75,,2.626227378845215,,
1,609,,0.5,,2.699039936065674,,
1,619,,0.75,,2.6055667400360107,,
1,629,,0.875,,2.7679505348205566,,
1,639,,0.625,,2.800753116607666,,
1,641,,,,,0.7311258316040039,2.59501314163208
1,641,0.6007012128829956,,3.080230474472046,,,
2,649,,0.75,,2.232266664505005,,
2,659,,0.625,,2.487128257751465,,
2,669,,0.75,,2.6775431632995605,,
2,679,,0.625,,2.699662208557129,,
2,689,,0.875,,2.24532413482666,,
2,699,,1.0,,1.8593989610671997,,
2,709,,0.875,,2.2901806831359863,,
2,719,,0.625,,2.6643481254577637,,
2,729,,0.875,,2.518601655960083,,
2,739,,0.75,,2.2021121978759766,,
2,749,,1.0,,1.6973578929901123,,
2,759,,0.75,,2.198342800140381,,
2,769,,0.625,,2.237395763397217,,
2,779,,0.75,,1.9420737028121948,,
2,789,,0.875,,1.968066930770874,,
2,799,,0.75,,2.6443819999694824,,
2,809,,0.75,,2.055753707885742,,
2,819,,1.0,,1.670804500579834,,
2,829,,0.75,,2.079493522644043,,
2,839,,0.75,,2.05755615234375,,
2,849,,0.875,,1.7739665508270264,,
2,859,,1.0,,1.9206687211990356,,
2,869,,0.875,,1.8060706853866577,,
2,879,,0.75,,2.115729331970215,,
2,889,,0.5,,2.5844850540161133,,
2,899,,0.875,,1.235351324081421,,
2,909,,0.875,,1.507134199142456,,
2,919,,0.75,,2.1401782035827637,,
2,929,,0.75,,1.942582368850708,,
2,939,,0.875,,1.5037593841552734,,
2,949,,0.625,,2.2061619758605957,,
2,959,,1.0,,1.5260696411132812,,
2,962,,,,,0.7867549657821655,1.9324359893798828
2,962,0.8032723069190979,,2.152031898498535,,,
3,969,,0.75,,2.0343880653381348,,
3,979,,0.875,,1.8313522338867188,,
3,989,,0.875,,1.8982720375061035,,
3,999,,0.875,,1.7485203742980957,,
3,1009,,0.875,,1.7337260246276855,,
3,1019,,1.0,,1.8778321743011475,,
3,1029,,0.75,,2.1267454624176025,,
3,1039,,0.875,,1.9288760423660278,,
3,1049,,1.0,,1.2381330728530884,,
3,1059,,0.875,,1.7577558755874634,,
3,1069,,1.0,,0.9354231953620911,,
3,1079,,1.0,,1.5006145238876343,,
3,1089,,1.0,,1.7192351818084717,,
3,1099,,0.5,,1.912754774093628,,
3,1109,,1.0,,1.2237505912780762,,
3,1119,,0.875,,1.6478484869003296,,
3,1129,,1.0,,1.1596264839172363,,
3,1139,,1.0,,1.3297659158706665,,
3,1149,,0.875,,1.7937538623809814,,
3,1159,,0.75,,2.1055402755737305,,
3,1169,,1.0,,1.150564193725586,,
3,1179,,1.0,,0.9339618682861328,,
3,1189,,0.875,,1.3759920597076416,,
3,1199,,0.875,,1.4347198009490967,,
3,1209,,0.875,,1.552424669265747,,
3,1219,,1.0,,1.432335615158081,,
3,1229,,0.875,,1.7167150974273682,,
3,1239,,0.875,,1.9678224325180054,,
3,1249,,0.75,,1.8579893112182617,,
3,1259,,0.75,,1.429764747619629,,
3,1269,,1.0,,1.400486946105957,,
3,1279,,0.75,,1.71845281124115,,
3,1283,,,,,0.8596026301383972,1.5041180849075317
3,1283,0.8772886395454407,,1.5691392421722412,,,
4,1289,,1.0,,1.5971038341522217,,
4,1299,,0.875,,1.3702033758163452,,
4,1309,,1.0,,0.7912408113479614,,
4,1319,,1.0,,1.075727105140686,,
4,1329,,1.0,,1.0038553476333618,,
4,1339,,0.875,,1.4773106575012207,,
4,1349,,0.875,,1.442617654800415,,
4,1359,,0.875,,1.1179018020629883,,
4,1369,,0.875,,1.3445684909820557,,
4,1379,,0.75,,1.0362000465393066,,
4,1389,,1.0,,0.6214818954467773,,
4,1399,,1.0,,1.040937900543213,,
4,1409,,1.0,,0.7999626398086548,,
4,1419,,1.0,,1.1742796897888184,,
4,1429,,1.0,,1.1745595932006836,,
4,1439,,0.875,,1.698134183883667,,
4,1449,,0.875,,1.396101951599121,,
4,1459,,0.875,,1.2305712699890137,,
4,1469,,0.875,,1.4448766708374023,,
4,1479,,1.0,,1.0087381601333618,,
4,1489,,1.0,,0.6777031421661377,,
4,1499,,1.0,,1.1817255020141602,,
4,1509,,1.0,,1.0078957080841064,,
4,1519,,1.0,,0.9515065550804138,,
4,1529,,1.0,,0.9982454180717468,,
4,1539,,0.75,,1.553107500076294,,
4,1549,,1.0,,0.5186251401901245,,
4,1559,,1.0,,0.6102363467216492,,
4,1569,,1.0,,1.13358473777771,,
4,1579,,0.875,,1.5139729976654053,,
4,1589,,1.0,,0.6142890453338623,,
4,1599,,0.875,,1.116246223449707,,
4,1604,,,,,0.8807947039604187,1.2253327369689941
4,1604,0.9119594693183899,,1.1909902095794678,,,
5,1609,,0.75,,1.3690661191940308,,
5,1619,,1.0,,0.8871902227401733,,
5,1629,,1.0,,0.9370750188827515,,
5,1639,,1.0,,0.7554683685302734,,
5,1649,,1.0,,1.0219272375106812,,
5,1659,,0.875,,1.0994021892547607,,
5,1669,,0.875,,0.9753274917602539,,
5,1679,,0.875,,1.1634538173675537,,
5,1689,,1.0,,0.6674627661705017,,
5,1699,,0.875,,1.319507122039795,,
5,1709,,1.0,,1.1893796920776367,,
5,1719,,1.0,,1.0853321552276611,,
5,1729,,0.875,,0.9107766151428223,,
5,1739,,1.0,,0.6791602373123169,,
5,1749,,0.875,,0.9951924085617065,,
5,1759,,1.0,,0.43906599283218384,,
5,1769,,1.0,,0.5466657876968384,,
5,1779,,1.0,,0.8493061065673828,,
5,1789,,1.0,,0.8689794540405273,,
5,1799,,1.0,,0.5555171370506287,,
5,1809,,0.875,,0.7815566062927246,,
5,1819,,1.0,,0.5825368165969849,,
5,1829,,1.0,,1.050870656967163,,
5,1839,,1.0,,1.0168973207473755,,
5,1849,,1.0,,0.8292663097381592,,
5,1859,,0.75,,1.4117000102996826,,
5,1869,,1.0,,0.9842775464057922,,
5,1879,,0.875,,1.020510196685791,,
5,1889,,0.75,,1.0260052680969238,,
5,1899,,1.0,,0.6722840666770935,,
5,1909,,0.875,,1.129521131515503,,
5,1919,,1.0,,0.15774644911289215,,
5,1925,,,,,0.9006622433662415,1.0305733680725098
5,1925,0.9380599856376648,,0.9351373314857483,,,
6,1929,,1.0,,0.9953401684761047,,
6,1939,,1.0,,0.8417389392852783,,
6,1949,,1.0,,0.6776136159896851,,
6,1959,,1.0,,0.723067581653595,,
6,1969,,1.0,,0.8688633441925049,,
6,1979,,1.0,,0.9033218026161194,,
6,1989,,1.0,,1.1446373462677002,,
6,1999,,1.0,,0.6745825409889221,,
6,2009,,1.0,,0.7045682668685913,,
6,2019,,0.75,,1.2328388690948486,,
6,2029,,1.0,,0.6482023000717163,,
6,2039,,1.0,,0.887126088142395,,
6,2049,,1.0,,0.5546188354492188,,
6,2059,,1.0,,0.8852405548095703,,
6,2069,,1.0,,0.685007631778717,,
6,2079,,0.875,,0.922821044921875,,
6,2089,,1.0,,1.1369891166687012,,
6,2099,,1.0,,1.0779861211776733,,
6,2109,,1.0,,1.039217472076416,,
6,2119,,1.0,,0.4338774085044861,,
6,2129,,0.875,,0.8387784361839294,,
6,2139,,0.875,,0.8965833187103271,,
6,2149,,0.875,,0.6944701671600342,,
6,2159,,1.0,,0.445696085691452,,
6,2169,,0.875,,1.4041588306427002,,
6,2179,,0.875,,0.7351455688476562,,
6,2189,,0.75,,1.1546175479888916,,
6,2199,,1.0,,0.6994709372520447,,
6,2209,,1.0,,0.6061792373657227,,
6,2219,,0.875,,0.6442220211029053,,
6,2229,,1.0,,0.48046034574508667,,
6,2239,,1.0,,0.8249440789222717,,
6,2246,,,,,0.9218543171882629,0.8829477429389954
6,2246,0.9555901885032654,,0.7525833249092102,,,
7,2249,,1.0,,0.4450545907020569,,
7,2259,,1.0,,0.388541042804718,,
7,2269,,0.75,,0.8924621939659119,,
7,2279,,1.0,,0.7169549465179443,,
7,2289,,0.75,,1.0431517362594604,,
7,2299,,1.0,,0.6970580816268921,,
7,2309,,1.0,,0.618542492389679,,
7,2319,,1.0,,0.18788592517375946,,
7,2329,,1.0,,0.7086904048919678,,
7,2339,,1.0,,0.4967889189720154,,
7,2349,,1.0,,0.348803848028183,,
7,2359,,1.0,,0.8590256571769714,,
7,2369,,1.0,,0.5537809729576111,,
7,2379,,1.0,,0.3391111493110657,,
7,2389,,0.875,,0.6212317943572998,,
7,2399,,0.875,,0.7659382224082947,,
7,2409,,0.875,,0.7409577369689941,,
7,2419,,1.0,,0.5703601241111755,,
7,2429,,0.875,,0.6764975786209106,,
7,2439,,1.0,,0.38273632526397705,,
7,2449,,1.0,,0.4011183977127075,,
7,2459,,0.875,,0.7143389582633972,,
7,2469,,1.0,,0.7271556854248047,,
7,2479,,1.0,,0.47162723541259766,,
7,2489,,0.875,,0.6093406081199646,,
7,2499,,0.875,,0.827975869178772,,
7,2509,,1.0,,0.560097336769104,,
7,2519,,1.0,,0.5279348492622375,,
7,2529,,0.875,,0.7887363433837891,,
7,2539,,0.875,,0.7402834892272949,,
7,2549,,0.875,,0.7606697082519531,,
7,2559,,0.875,,0.8579858541488647,,
7,2567,,,,,0.9324503540992737,0.7745330333709717
7,2567,0.9641605019569397,,0.6198737621307373,,,
8,2569,,0.875,,0.7438488006591797,,
8,2579,,1.0,,0.735122561454773,,
8,2589,,1.0,,0.7086463570594788,,
8,2599,,1.0,,0.5156189203262329,,
8,2609,,0.875,,1.0346615314483643,,
8,2619,,1.0,,0.3783487379550934,,
8,2629,,0.875,,0.6017663478851318,,
8,2639,,1.0,,0.4770296812057495,,
8,2649,,1.0,,0.10190392285585403,,
8,2659,,1.0,,0.6915502548217773,,
8,2669,,1.0,,0.40360578894615173,,
8,2679,,1.0,,0.42532283067703247,,
8,2689,,1.0,,0.5377432703971863,,
8,2699,,1.0,,0.1598755121231079,,
8,2709,,1.0,,0.8912721276283264,,
8,2719,,1.0,,0.29030874371528625,,
8,2729,,1.0,,0.5109002590179443,,
8,2739,,1.0,,0.29585137963294983,,
8,2749,,1.0,,0.2536214292049408,,
8,2759,,1.0,,0.8410631418228149,,
8,2769,,1.0,,0.36061131954193115,,
8,2779,,1.0,,0.3012750446796417,,
8,2789,,1.0,,0.6159130930900574,,
8,2799,,0.875,,0.5014374256134033,,
8,2809,,0.875,,0.7671070098876953,,
8,2819,,0.875,,1.2573649883270264,,
8,2829,,1.0,,0.5865349769592285,,
8,2839,,1.0,,0.2696002125740051,,
8,2849,,1.0,,0.5562607645988464,,
8,2859,,1.0,,0.44552725553512573,,
8,2869,,1.0,,0.5059801340103149,,
8,2879,,1.0,,0.6856632232666016,,
8,2888,,,,,0.939072847366333,0.6872770190238953
8,2888,0.973120391368866,,0.5201102495193481,,,
9,2889,,1.0,,0.5837923288345337,,
9,2899,,1.0,,0.3074643611907959,,
9,2909,,1.0,,0.557559072971344,,
9,2919,,1.0,,0.31229400634765625,,
9,2929,,1.0,,0.4393545389175415,,
9,2939,,1.0,,0.21385356783866882,,
9,2949,,1.0,,0.23685844242572784,,
9,2959,,1.0,,0.48443228006362915,,
9,2969,,1.0,,0.42440903186798096,,
9,2979,,1.0,,0.40893131494522095,,
9,2989,,1.0,,0.3744358718395233,,
9,2999,,1.0,,0.506625771522522,,
9,3009,,1.0,,0.6460800766944885,,
9,3019,,0.875,,0.64039546251297,,
9,3029,,1.0,,0.5088871121406555,,
9,3039,,1.0,,0.46411892771720886,,
9,3049,,1.0,,0.29297351837158203,,
9,3059,,1.0,,0.308948814868927,,
9,3069,,1.0,,0.24207524955272675,,
9,3079,,0.875,,0.35788559913635254,,
9,3089,,1.0,,0.3235676884651184,,
9,3099,,1.0,,0.6586782932281494,,
9,3109,,0.875,,0.7394417524337769,,
9,3119,,1.0,,0.6980416774749756,,
9,3129,,0.875,,0.7720561027526855,,
9,3139,,1.0,,0.4272907078266144,,
9,3149,,1.0,,0.3334207832813263,,
9,3159,,1.0,,0.3429712653160095,,
9,3169,,1.0,,0.3577572703361511,,
9,3179,,1.0,,0.736762523651123,,
9,3189,,1.0,,0.1345176249742508,,
9,3199,,1.0,,0.22155053913593292,,
9,3209,,1.0,,0.40916743874549866,,
9,3209,,,,,0.9470198750495911,0.6149211525917053
9,3209,0.9754577279090881,,0.43996670842170715,,,
